Section rank,Number of disrupted edges,Disrupted edges,Flow trains,Gauge,Trips analysed,Intact Trips,Rerouted Trips,Blocked Trips,Avg Detour (mi),Avg Delay (min)
62,16,"[((-0.6186743, 52.8794933), (-0.6186243, 52.8791415)), ((-0.6248843, 52.8930324), (-0.6186743, 52.8794933)), ((-0.6186243, 52.8791415), (-0.6169529, 52.8675237)), ((-0.6253593, 52.8934268), (-0.6248843, 52.8930324)), ((-0.6169529, 52.8675237), (-0.6169242, 52.8672987)), ((-0.6316523, 52.8981535), (-0.6253593, 52.8934268)), ((-0.6169242, 52.8672987), (-0.615673, 52.8632529)), ((-0.6366257, 52.9018287), (-0.6316523, 52.8981535)), ((-0.615673, 52.8632529), (-0.6156086, 52.8631019)), ((-0.6156086, 52.8631019), (-0.610444, 52.8563974)), ((-0.610444, 52.8563974), (-0.6059305, 52.8527292)), ((-0.6059305, 52.8527292), (-0.6057116, 52.8525862)), ((-0.6057116, 52.8525862), (-0.6044813, 52.8518172)), ((-0.6044813, 52.8518172), (-0.6009215, 52.849923)), ((-0.6009215, 52.849923), (-0.5913398, 52.8455863)), ((-0.5913398, 52.8455863), (-0.5783035, 52.8378308))]",214,Gauge 10,864,835 (96.6%),29 (3.4%),0 (0.0%),1.91,9.5
63,4,"[((-2.1969135, 53.4545228), (-2.1967217, 53.4540671)), ((-2.1974035, 53.4556593), (-2.1969135, 53.4545228)), ((-2.1967217, 53.4540671), (-2.1961301, 53.4525731)), ((-2.1975325, 53.4559215), (-2.1974035, 53.4556593))]",212,Gauge 6,5211,5171 (99.2%),40 (0.8%),0 (0.0%),0.05,1.1
63,4,"[((-2.1969135, 53.4545228), (-2.1967217, 53.4540671)), ((-2.1974035, 53.4556593), (-2.1969135, 53.4545228)), ((-2.1967217, 53.4540671), (-2.1961301, 53.4525731)), ((-2.1975325, 53.4559215), (-2.1974035, 53.4556593))]",212,Gauge 10,864,862 (99.8%),2 (0.2%),0 (0.0%),0.12,0.0
64,1,"[((-1.1005124, 53.9530174), (-1.0997487, 53.9534389))]",212,Gauge 6,5211,4988 (95.7%),223 (4.3%),0 (0.0%),0.01,2.1
64,1,"[((-1.1005124, 53.9530174), (-1.0997487, 53.9534389))]",212,Gauge 10,864,824 (95.4%),40 (4.6%),0 (0.0%),0.01,2.0
65,31,"[((1.0229894, 52.1731814), (1.0232746, 52.1729898)), ((1.0232746, 52.1729898), (1.0282717, 52.1700481)), ((1.0002629, 52.1898272), (1.0229894, 52.1731814)), ((1.0282717, 52.1700481), (1.0284281, 52.1699655)), ((1.0284281, 52.1699655), (1.0429196, 52.1622527)), ((1.0429196, 52.1622527), (1.0431372, 52.1621358)), ((1.0431372, 52.1621358), (1.0509997, 52.1571297)), ((1.0509997, 52.1571297), (1.0514298, 52.1566957)), ((1.0514298, 52.1566957), (1.0521469, 52.1559446)), ((1.0521469, 52.1559446), (1.0522301, 52.1558575)), ((1.0522301, 52.1558575), (1.055536, 52.1526511)), ((1.055536, 52.1526511), (1.0570578, 52.1515071)), ((1.0570578, 52.1515071), (1.0588498, 52.150315)), ((1.0588498, 52.150315), (1.0589842, 52.1502384)), ((1.0589842, 52.1502384), (1.0920339, 52.120744)), ((1.0920339, 52.120744), (1.0922933, 52.1204818)), ((1.0922933, 52.1204818), (1.0968486, 52.1155864)), ((1.0968486, 52.1155864), (1.0970463, 52.1153191)), ((1.0970463, 52.1153191), (1.0979944, 52.1139964)), ((1.0979944, 52.1139964), (1.1009361, 52.0891113)), ((1.1009361, 52.0891113), (1.1010086, 52.0888527)), ((1.1010086, 52.0888527), (1.1028483, 52.0826213)), ((1.1028483, 52.0826213), (1.1028807, 52.0825064)), ((1.1028807, 52.0825064), (1.1047576, 52.0762467)), ((1.1047576, 52.0762467), (1.1048009, 52.0761166)), ((1.1048009, 52.0761166), (1.1058051, 52.0739707)), ((1.1058051, 52.0739707), (1.1066682, 52.0727391)), ((1.1066682, 52.0727391), (1.1100098, 52.0696201)), ((1.1100098, 52.0696201), (1.1106585, 52.0691833)), ((1.1106585, 52.0691833), (1.1121902, 52.0681162)), ((1.1121902, 52.0681162), (1.1147508, 52.0663613))]",210,Gauge 6,5211,4914 (94.3%),297 (5.7%),0 (0.0%),19.57,50.1
65,31,"[((1.0229894, 52.1731814), (1.0232746, 52.1729898)), ((1.0232746, 52.1729898), (1.0282717, 52.1700481)), ((1.0002629, 52.1898272), (1.0229894, 52.1731814)), ((1.0282717, 52.1700481), (1.0284281, 52.1699655)), ((1.0284281, 52.1699655), (1.0429196, 52.1622527)), ((1.0429196, 52.1622527), (1.0431372, 52.1621358)), ((1.0431372, 52.1621358), (1.0509997, 52.1571297)), ((1.0509997, 52.1571297), (1.0514298, 52.1566957)), ((1.0514298, 52.1566957), (1.0521469, 52.1559446)), ((1.0521469, 52.1559446), (1.0522301, 52.1558575)), ((1.0522301, 52.1558575), (1.055536, 52.1526511)), ((1.055536, 52.1526511), (1.0570578, 52.1515071)), ((1.0570578, 52.1515071), (1.0588498, 52.150315)), ((1.0588498, 52.150315), (1.0589842, 52.1502384)), ((1.0589842, 52.1502384), (1.0920339, 52.120744)), ((1.0920339, 52.120744), (1.0922933, 52.1204818)), ((1.0922933, 52.1204818), (1.0968486, 52.1155864)), ((1.0968486, 52.1155864), (1.0970463, 52.1153191)), ((1.0970463, 52.1153191), (1.0979944, 52.1139964)), ((1.0979944, 52.1139964), (1.1009361, 52.0891113)), ((1.1009361, 52.0891113), (1.1010086, 52.0888527)), ((1.1010086, 52.0888527), (1.1028483, 52.0826213)), ((1.1028483, 52.0826213), (1.1028807, 52.0825064)), ((1.1028807, 52.0825064), (1.1047576, 52.0762467)), ((1.1047576, 52.0762467), (1.1048009, 52.0761166)), ((1.1048009, 52.0761166), (1.1058051, 52.0739707)), ((1.1058051, 52.0739707), (1.1066682, 52.0727391)), ((1.1066682, 52.0727391), (1.1100098, 52.0696201)), ((1.1100098, 52.0696201), (1.1106585, 52.0691833)), ((1.1106585, 52.0691833), (1.1121902, 52.0681162)), ((1.1121902, 52.0681162), (1.1147508, 52.0663613))]",210,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
66,1,"[((-2.6345031, 53.2941683), (-2.6341732, 53.2930667))]",207,Gauge 6,5211,5088 (97.6%),123 (2.4%),0 (0.0%),13.27,55.7
66,1,"[((-2.6345031, 53.2941683), (-2.6341732, 53.2930667))]",207,Gauge 10,864,840 (97.2%),24 (2.8%),0 (0.0%),21.08,64.2
67,1,"[((np.float64(-0.5919925), np.float64(51.5119794)), (-0.5919076, 51.5122547))]",206,Gauge 6,5211,4874 (93.5%),337 (6.5%),0 (0.0%),1.39,2.3
67,1,"[((np.float64(-0.5919925), np.float64(51.5119794)), (-0.5919076, 51.5122547))]",206,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
68,27,"[((-0.6939035, 51.522035), (-0.6927403, 51.5221563)), ((-0.6927403, 51.5221563), (-0.6924891, 51.522181)), ((-0.6943876, 51.5219758), (-0.6939035, 51.522035)), ((-0.6924891, 51.522181), (-0.6897309, 51.5224961)), ((-0.7002511, 51.5213482), (-0.6943876, 51.5219758)), ((-0.6897309, 51.5224961), (-0.6894106, 51.5225286)), ((-0.7034715, 51.5209971), (-0.7002511, 51.5213482)), ((-0.6894106, 51.5225286), (-0.6803848, 51.5235239)), ((-0.7093754, 51.5203544), (-0.7034715, 51.5209971)), ((-0.6803848, 51.5235239), (-0.6800085, 51.523547)), ((-0.7098151, 51.520295), (-0.7093754, 51.5203544)), ((-0.6800085, 51.523547), (-0.6752778, 51.5238019)), ((-0.7162015, 51.519495), (-0.7098151, 51.520295)), ((-0.6752778, 51.5238019), (-0.6751425, 51.5238098)), ((-0.6751425, 51.5238098), (-0.6717659, 51.523984)), ((-0.6717659, 51.523984), (-0.6715626, 51.5239947)), ((-0.6715626, 51.5239947), (-0.667449, 51.5241059)), ((-0.667449, 51.5241059), (-0.667247, 51.5241085)), ((-0.667247, 51.5241085), (-0.6600195, 51.5240814)), ((-0.6600195, 51.5240814), (-0.6597119, 51.5240756)), ((-0.6597119, 51.5240756), (-0.6456244, 51.5231892)), ((-0.6456244, 51.5231892), (-0.6454154, 51.5231701)), ((-0.6454154, 51.5231701), (-0.6410764, 51.5226633)), ((-0.6410764, 51.5226633), (-0.6407065, 51.5226155)), ((-0.6407065, 51.5226155), (-0.6187876, 51.5182748)), ((-0.6187876, 51.5182748), (-0.6053518, 51.5147713)), ((-0.6053518, 51.5147713), (-0.5919076, 51.5122547))]",205,Gauge 6,5211,4875 (93.6%),336 (6.4%),0 (0.0%),1.29,1.9
68,27,"[((-0.6939035, 51.522035), (-0.6927403, 51.5221563)), ((-0.6927403, 51.5221563), (-0.6924891, 51.522181)), ((-0.6943876, 51.5219758), (-0.6939035, 51.522035)), ((-0.6924891, 51.522181), (-0.6897309, 51.5224961)), ((-0.7002511, 51.5213482), (-0.6943876, 51.5219758)), ((-0.6897309, 51.5224961), (-0.6894106, 51.5225286)), ((-0.7034715, 51.5209971), (-0.7002511, 51.5213482)), ((-0.6894106, 51.5225286), (-0.6803848, 51.5235239)), ((-0.7093754, 51.5203544), (-0.7034715, 51.5209971)), ((-0.6803848, 51.5235239), (-0.6800085, 51.523547)), ((-0.7098151, 51.520295), (-0.7093754, 51.5203544)), ((-0.6800085, 51.523547), (-0.6752778, 51.5238019)), ((-0.7162015, 51.519495), (-0.7098151, 51.520295)), ((-0.6752778, 51.5238019), (-0.6751425, 51.5238098)), ((-0.6751425, 51.5238098), (-0.6717659, 51.523984)), ((-0.6717659, 51.523984), (-0.6715626, 51.5239947)), ((-0.6715626, 51.5239947), (-0.667449, 51.5241059)), ((-0.667449, 51.5241059), (-0.667247, 51.5241085)), ((-0.667247, 51.5241085), (-0.6600195, 51.5240814)), ((-0.6600195, 51.5240814), (-0.6597119, 51.5240756)), ((-0.6597119, 51.5240756), (-0.6456244, 51.5231892)), ((-0.6456244, 51.5231892), (-0.6454154, 51.5231701)), ((-0.6454154, 51.5231701), (-0.6410764, 51.5226633)), ((-0.6410764, 51.5226633), (-0.6407065, 51.5226155)), ((-0.6407065, 51.5226155), (-0.6187876, 51.5182748)), ((-0.6187876, 51.5182748), (-0.6053518, 51.5147713)), ((-0.6053518, 51.5147713), (-0.5919076, 51.5122547))]",205,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
69,5,"[((0.2738302, 52.3958053), (0.2743748, 52.3960981)), ((0.2690468, 52.3927608), (0.2738302, 52.3958053)), ((0.2743748, 52.3960981), (0.2859285, 52.402108)), ((0.2859285, 52.402108), (0.2861521, 52.4022248)), ((0.2861521, 52.4022248), (0.2897193, 52.4040794))]",204,Gauge 6,5211,5179 (99.4%),32 (0.6%),0 (0.0%),0.00,1.0
69,5,"[((0.2738302, 52.3958053), (0.2743748, 52.3960981)), ((0.2690468, 52.3927608), (0.2738302, 52.3958053)), ((0.2743748, 52.3960981), (0.2859285, 52.402108)), ((0.2859285, 52.402108), (0.2861521, 52.4022248)), ((0.2861521, 52.4022248), (0.2897193, 52.4040794))]",204,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
70,17,"[((0.187257, 51.5187025), (0.1876979, 51.5184495)), ((0.1631875, 51.5241562), (0.187257, 51.5187025)), ((0.1876979, 51.5184495), (0.1906061, 51.5167086)), ((0.1629884, 51.5241795), (0.1631875, 51.5241562)), ((0.1906061, 51.5167086), (0.2140069, 51.5029272)), ((0.135525, 51.5273443), (0.1629884, 51.5241795)), ((0.2140069, 51.5029272), (0.2184948, 51.5002751)), ((0.0856521, 51.5368629), (0.135525, 51.5273443)), ((0.2184948, 51.5002751), (0.237809, 51.4887388)), ((0.0854221, 51.5369872), (0.0856521, 51.5368629)), ((0.237809, 51.4887388), (0.2379089, 51.4885885)), ((0.0841866, 51.5376283), (0.0854221, 51.5369872)), ((0.2368657, 51.48175), (0.2379089, 51.4885885)), ((0.0825069, 51.5384893), (0.0841866, 51.5376283)), ((0.0814691, 51.5389807), (0.0825069, 51.5384893)), ((0.0805432, 51.5393915), (0.0814691, 51.5389807)), ((0.0770914, 51.5412427), (0.0805432, 51.5393915))]",204,Gauge 6,5211,5184 (99.5%),27 (0.5%),0 (0.0%),4.25,4.0
70,17,"[((0.187257, 51.5187025), (0.1876979, 51.5184495)), ((0.1631875, 51.5241562), (0.187257, 51.5187025)), ((0.1876979, 51.5184495), (0.1906061, 51.5167086)), ((0.1629884, 51.5241795), (0.1631875, 51.5241562)), ((0.1906061, 51.5167086), (0.2140069, 51.5029272)), ((0.135525, 51.5273443), (0.1629884, 51.5241795)), ((0.2140069, 51.5029272), (0.2184948, 51.5002751)), ((0.0856521, 51.5368629), (0.135525, 51.5273443)), ((0.2184948, 51.5002751), (0.237809, 51.4887388)), ((0.0854221, 51.5369872), (0.0856521, 51.5368629)), ((0.237809, 51.4887388), (0.2379089, 51.4885885)), ((0.0841866, 51.5376283), (0.0854221, 51.5369872)), ((0.2368657, 51.48175), (0.2379089, 51.4885885)), ((0.0825069, 51.5384893), (0.0841866, 51.5376283)), ((0.0814691, 51.5389807), (0.0825069, 51.5384893)), ((0.0805432, 51.5393915), (0.0814691, 51.5389807)), ((0.0770914, 51.5412427), (0.0805432, 51.5393915))]",204,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
71,1,"[((-0.9805288, 51.460212), (-0.9782183, 51.4599446))]",204,Gauge 6,5211,4953 (95.0%),258 (5.0%),0 (0.0%),0.48,2.7
71,1,"[((-0.9805288, 51.460212), (-0.9782183, 51.4599446))]",204,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
72,1,"[((-1.3889752, 50.9205492), (-1.3888608, 50.9207428))]",204,Gauge 6,5211,5192 (99.6%),19 (0.4%),0 (0.0%),0.03,1.5
72,1,"[((-1.3889752, 50.9205492), (-1.3888608, 50.9207428))]",204,Gauge 10,864,862 (99.8%),2 (0.2%),0 (0.0%),0.06,1.0
73,31,"[((-0.8710012, 51.4729682), (-0.8705691, 51.4731033)), ((-0.8705691, 51.4731033), (-0.8684335, 51.4737385)), ((-0.874311, 51.4719223), (-0.8710012, 51.4729682)), ((-0.8684335, 51.4737385), (-0.8677641, 51.4739526)), ((-0.8748742, 51.4717409), (-0.874311, 51.4719223)), ((-0.8677641, 51.4739526), (-0.843605, 51.4817446)), ((-0.8803608, 51.4699177), (-0.8748742, 51.4717409)), ((-0.843605, 51.4817446), (-0.843343, 51.4818434)), ((-0.8805889, 51.4698442), (-0.8803608, 51.4699177)), ((-0.843343, 51.4818434), (-0.7631764, 51.5076667)), ((-0.8914662, 51.4664784), (-0.8805889, 51.4698442)), ((-0.7631764, 51.5076667), (-0.762827, 51.5077799)), ((-0.9026228, 51.4637282), (-0.8914662, 51.4664784)), ((-0.762827, 51.5077799), (-0.7418828, 51.5142525)), ((-0.9412196, 51.4587298), (-0.9026228, 51.4637282)), ((-0.7418828, 51.5142525), (-0.741727, 51.5142911)), ((-0.9417082, 51.4587155), (-0.9412196, 51.4587298)), ((-0.741727, 51.5142911), (-0.7236208, 51.5182731)), ((-0.9492389, 51.4585993), (-0.9417082, 51.4587155)), ((-0.7236208, 51.5182731), (-0.7215239, 51.5186358)), ((-0.9503296, 51.4585915), (-0.9492389, 51.4585993)), ((-0.7215239, 51.5186358), (-0.7209868, 51.5187276)), ((-0.9666587, 51.4588305), (-0.9503296, 51.4585915)), ((-0.7209868, 51.5187276), (-0.7162015, 51.519495)), ((-0.9681757, 51.4589955), (-0.9666587, 51.4588305)), ((-0.9686771, 51.4590444), (-0.9681757, 51.4589955)), ((-0.9688185, 51.4590592), (-0.9686771, 51.4590444)), ((-0.9746745, 51.4596355), (-0.9688185, 51.4590592)), ((-0.976132, 51.4597336), (-0.9746745, 51.4596355)), ((-0.9764362, 51.4597625), (-0.976132, 51.4597336)), ((-0.9782183, 51.4599446), (-0.9764362, 51.4597625))]",203,Gauge 6,5211,4968 (95.3%),243 (4.7%),0 (0.0%),0.00,2.9
73,31,"[((-0.8710012, 51.4729682), (-0.8705691, 51.4731033)), ((-0.8705691, 51.4731033), (-0.8684335, 51.4737385)), ((-0.874311, 51.4719223), (-0.8710012, 51.4729682)), ((-0.8684335, 51.4737385), (-0.8677641, 51.4739526)), ((-0.8748742, 51.4717409), (-0.874311, 51.4719223)), ((-0.8677641, 51.4739526), (-0.843605, 51.4817446)), ((-0.8803608, 51.4699177), (-0.8748742, 51.4717409)), ((-0.843605, 51.4817446), (-0.843343, 51.4818434)), ((-0.8805889, 51.4698442), (-0.8803608, 51.4699177)), ((-0.843343, 51.4818434), (-0.7631764, 51.5076667)), ((-0.8914662, 51.4664784), (-0.8805889, 51.4698442)), ((-0.7631764, 51.5076667), (-0.762827, 51.5077799)), ((-0.9026228, 51.4637282), (-0.8914662, 51.4664784)), ((-0.762827, 51.5077799), (-0.7418828, 51.5142525)), ((-0.9412196, 51.4587298), (-0.9026228, 51.4637282)), ((-0.7418828, 51.5142525), (-0.741727, 51.5142911)), ((-0.9417082, 51.4587155), (-0.9412196, 51.4587298)), ((-0.741727, 51.5142911), (-0.7236208, 51.5182731)), ((-0.9492389, 51.4585993), (-0.9417082, 51.4587155)), ((-0.7236208, 51.5182731), (-0.7215239, 51.5186358)), ((-0.9503296, 51.4585915), (-0.9492389, 51.4585993)), ((-0.7215239, 51.5186358), (-0.7209868, 51.5187276)), ((-0.9666587, 51.4588305), (-0.9503296, 51.4585915)), ((-0.7209868, 51.5187276), (-0.7162015, 51.519495)), ((-0.9681757, 51.4589955), (-0.9666587, 51.4588305)), ((-0.9686771, 51.4590444), (-0.9681757, 51.4589955)), ((-0.9688185, 51.4590592), (-0.9686771, 51.4590444)), ((-0.9746745, 51.4596355), (-0.9688185, 51.4590592)), ((-0.976132, 51.4597336), (-0.9746745, 51.4596355)), ((-0.9764362, 51.4597625), (-0.976132, 51.4597336)), ((-0.9782183, 51.4599446), (-0.9764362, 51.4597625))]",203,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
74,7,"[((-0.3301445, 53.5997365), (-0.3209015, 53.6030097)), ((-0.3209015, 53.6030097), (-0.3128804, 53.6057762)), ((-0.3305744, 53.5995696), (-0.3301445, 53.5997365)), ((-0.3128804, 53.6057762), (-0.3114298, 53.6062873)), ((-0.3443309, 53.5937979), (-0.3305744, 53.5995696)), ((-0.3446046, 53.5936808), (-0.3443309, 53.5937979)), ((-0.4071357, 53.5761986), (-0.3446046, 53.5936808))]",202,Gauge 6,5211,4892 (93.9%),319 (6.1%),0 (0.0%),1.63,9.2
74,7,"[((-0.3301445, 53.5997365), (-0.3209015, 53.6030097)), ((-0.3209015, 53.6030097), (-0.3128804, 53.6057762)), ((-0.3305744, 53.5995696), (-0.3301445, 53.5997365)), ((-0.3128804, 53.6057762), (-0.3114298, 53.6062873)), ((-0.3443309, 53.5937979), (-0.3305744, 53.5995696)), ((-0.3446046, 53.5936808), (-0.3443309, 53.5937979)), ((-0.4071357, 53.5761986), (-0.3446046, 53.5936808))]",202,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
75,4,"[((-1.2399009, 51.6106862), (-1.2337539, 51.6084169)), ((-1.244043, 51.6223127), (-1.2399009, 51.6106862)), ((-1.244043, 51.6223127), (-1.2433692, 51.6335751)), ((-1.2433692, 51.6335751), (-1.2423524, 51.639773))]",202,Gauge 6,5211,5121 (98.3%),90 (1.7%),0 (0.0%),3.12,11.2
75,4,"[((-1.2399009, 51.6106862), (-1.2337539, 51.6084169)), ((-1.244043, 51.6223127), (-1.2399009, 51.6106862)), ((-1.244043, 51.6223127), (-1.2433692, 51.6335751)), ((-1.2433692, 51.6335751), (-1.2423524, 51.639773))]",202,Gauge 10,864,852 (98.6%),12 (1.4%),0 (0.0%),10.00,24.2
76,1,"[((-1.3888608, 50.9207428), (-1.3886954, 50.921023))]",202,Gauge 6,5211,5202 (99.8%),9 (0.2%),0 (0.0%),0.50,2.6
76,1,"[((-1.3888608, 50.9207428), (-1.3886954, 50.921023))]",202,Gauge 10,864,862 (99.8%),2 (0.2%),0 (0.0%),0.59,1.0
77,5,"[((np.float64(-0.5161931), np.float64(51.5080392)), (-0.4776211, 51.5100837)), ((-0.4776211, 51.5100837), (-0.4773645, 51.5100763)), ((np.float64(-0.5919925), np.float64(51.5119794)), (np.float64(-0.5161931), np.float64(51.5080392))), ((-0.4773645, 51.5100763), (-0.4753303, 51.5100219)), ((-0.4753303, 51.5100219), (-0.4743515, 51.5099926))]",201,Gauge 6,5211,4879 (93.6%),332 (6.4%),0 (0.0%),1.27,2.2
77,5,"[((np.float64(-0.5161931), np.float64(51.5080392)), (-0.4776211, 51.5100837)), ((-0.4776211, 51.5100837), (-0.4773645, 51.5100763)), ((np.float64(-0.5919925), np.float64(51.5119794)), (np.float64(-0.5161931), np.float64(51.5080392))), ((-0.4773645, 51.5100763), (-0.4753303, 51.5100219)), ((-0.4753303, 51.5100219), (-0.4743515, 51.5099926))]",201,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
78,2,"[((-0.467326, 51.5095408), (-0.4649883, 51.509339)), ((-0.4739565, 51.5099811), (-0.467326, 51.5095408))]",201,Gauge 6,5211,4867 (93.4%),344 (6.6%),0 (0.0%),4.42,25.6
78,2,"[((-0.467326, 51.5095408), (-0.4649883, 51.509339)), ((-0.4739565, 51.5099811), (-0.467326, 51.5095408))]",201,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
79,13,"[((-1.3592279, 50.9545669), (-1.3591521, 50.9546521)), ((-1.3591521, 50.9546521), (-1.3504521, 50.9667552)), ((-1.3736028, 50.9435297), (-1.3592279, 50.9545669)), ((-1.3504521, 50.9667552), (-1.3503725, 50.9670727)), ((-1.3737457, 50.9434327), (-1.3736028, 50.9435297)), ((-1.3747134, 50.9427121), (-1.3737457, 50.9434327)), ((-1.375271, 50.9422461), (-1.3747134, 50.9427121)), ((-1.3754208, 50.9421098), (-1.375271, 50.9422461)), ((-1.3770649, 50.9404032), (-1.3754208, 50.9421098)), ((-1.3839315, 50.9290793), (-1.3770649, 50.9404032)), ((-1.3839849, 50.9289864), (-1.3839315, 50.9290793)), ((-1.3872129, 50.9235274), (-1.3839849, 50.9289864)), ((-1.3886954, 50.921023), (-1.3872129, 50.9235274))]",200,Gauge 6,5211,5206 (99.9%),5 (0.1%),0 (0.0%),0.60,2.2
79,13,"[((-1.3592279, 50.9545669), (-1.3591521, 50.9546521)), ((-1.3591521, 50.9546521), (-1.3504521, 50.9667552)), ((-1.3736028, 50.9435297), (-1.3592279, 50.9545669)), ((-1.3504521, 50.9667552), (-1.3503725, 50.9670727)), ((-1.3737457, 50.9434327), (-1.3736028, 50.9435297)), ((-1.3747134, 50.9427121), (-1.3737457, 50.9434327)), ((-1.375271, 50.9422461), (-1.3747134, 50.9427121)), ((-1.3754208, 50.9421098), (-1.375271, 50.9422461)), ((-1.3770649, 50.9404032), (-1.3754208, 50.9421098)), ((-1.3839315, 50.9290793), (-1.3770649, 50.9404032)), ((-1.3839849, 50.9289864), (-1.3839315, 50.9290793)), ((-1.3872129, 50.9235274), (-1.3839849, 50.9289864)), ((-1.3886954, 50.921023), (-1.3872129, 50.9235274))]",200,Gauge 10,864,862 (99.8%),2 (0.2%),0 (0.0%),0.59,1.0
80,2,"[((-2.2179118, 53.4731301), (-2.2175621, 53.4729546)), ((-2.2185405, 53.4733947), (-2.2179118, 53.4731301))]",200,Gauge 6,5211,5211 (100.0%),0 (0.0%),0 (0.0%),0,0
80,2,"[((-2.2179118, 53.4731301), (-2.2175621, 53.4729546)), ((-2.2185405, 53.4733947), (-2.2179118, 53.4731301))]",200,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
81,8,"[((1.122234, 52.0617691), (1.1226968, 52.0617227)), ((1.1226968, 52.0617227), (1.1248198, 52.062133)), ((1.1177808, 52.0643525), (1.122234, 52.0617691)), ((1.1248198, 52.062133), (1.1249701, 52.062217)), ((1.1175975, 52.0644805), (1.1177808, 52.0643525)), ((1.1249701, 52.062217), (1.1260597, 52.063826)), ((1.1147508, 52.0663613), (1.1175975, 52.0644805)), ((1.1260597, 52.063826), (1.1261015, 52.0639324))]",200,Gauge 6,5211,4925 (94.5%),286 (5.5%),0 (0.0%),0.48,6.0
81,8,"[((1.122234, 52.0617691), (1.1226968, 52.0617227)), ((1.1226968, 52.0617227), (1.1248198, 52.062133)), ((1.1177808, 52.0643525), (1.122234, 52.0617691)), ((1.1248198, 52.062133), (1.1249701, 52.062217)), ((1.1175975, 52.0644805), (1.1177808, 52.0643525)), ((1.1249701, 52.062217), (1.1260597, 52.063826)), ((1.1147508, 52.0663613), (1.1175975, 52.0644805)), ((1.1260597, 52.063826), (1.1261015, 52.0639324))]",200,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
82,4,"[((-1.1189426, 53.930279), (-1.1156349, 53.9341957)), ((-1.1661529, 53.8918675), (-1.1189426, 53.930279)), ((-1.1156349, 53.9341957), (-1.1016836, 53.9521268)), ((-1.1016836, 53.9521268), (-1.100982, 53.9526449))]",200,Gauge 6,5211,5055 (97.0%),156 (3.0%),0 (0.0%),0.74,0.8
82,4,"[((-1.1189426, 53.930279), (-1.1156349, 53.9341957)), ((-1.1661529, 53.8918675), (-1.1189426, 53.930279)), ((-1.1156349, 53.9341957), (-1.1016836, 53.9521268)), ((-1.1016836, 53.9521268), (-1.100982, 53.9526449))]",200,Gauge 10,864,841 (97.3%),23 (2.7%),0 (0.0%),0.02,1.9
83,1,"[((-0.4743515, 51.5099926), (-0.4739565, 51.5099811))]",200,Gauge 6,5211,4874 (93.5%),337 (6.5%),0 (0.0%),4.93,26.1
83,1,"[((-0.4743515, 51.5099926), (-0.4739565, 51.5099811))]",200,Gauge 10,864,864 (100.0%),0 (0.0%),0 (0.0%),0,0
84,9,"[((-1.3916714, 50.9135255), (-1.3892644, 50.9201319)), ((-1.3921355, 50.9092358), (-1.3916714, 50.9135255)), ((-1.3892644, 50.9201319), (-1.3889752, 50.9205492)), ((-1.3921402, 50.9090964), (-1.3921355, 50.9092358)), ((-1.3952698, 50.9072284), (-1.3921402, 50.9090964)), ((-1.4012185, 50.9067053), (-1.3952698, 50.9072284)), ((-1.4080556, 50.9071623), (-1.4012185, 50.9067053)), ((-1.4087741, 50.9072152), (-1.4080556, 50.9071623)), ((-1.4110311, 50.9073759), (-1.4087741, 50.9072152))]",199,Gauge 6,5211,5007 (96.1%),204 (3.9%),0 (0.0%),0.00,5.6
84,9,"[((-1.3916714, 50.9135255), (-1.3892644, 50.9201319)), ((-1.3921355, 50.9092358), (-1.3916714, 50.9135255)), ((-1.3892644, 50.9201319), (-1.3889752, 50.9205492)), ((-1.3921402, 50.9090964), (-1.3921355, 50.9092358)), ((-1.3952698, 50.9072284), (-1.3921402, 50.9090964)), ((-1.4012185, 50.9067053), (-1.3952698, 50.9072284)), ((-1.4080556, 50.9071623), (-1.4012185, 50.9067053)), ((-1.4087741, 50.9072152), (-1.4080556, 50.9071623)), ((-1.4110311, 50.9073759), (-1.4087741, 50.9072152))]",199,Gauge 10,864,811 (93.9%),53 (6.1%),0 (0.0%),0.00,5.2
